image_id,transcriptions,original_labels,irish_labels,chinese_labels
1551,Wife : நான் ஊருக்கு போய்ட்டா சாப்பாட்டுக்கு என்னங்க பண்ணுவீங்க 😟 Hus: சாப்பாடு கெடக்குது சாப்பாடு.. மனுசனுக்கு நிம்மதி தான முக்கியம்.,not-misogyny,not-misogyny,misogyny
908,school போயிட்டு வீட்டுக்கு வரும் போது #Road side dog #mom #90' kids இனிமே இவங்க லாம் இங்க தான் இருப்பாங்க,not-misogyny,not-misogyny,not-misogyny
857,keka_beka Dad* Kutty ilavarasi* unnaiya Lemon tea poda sonnadhu en thappu dha .. podhum Da Saamy Keka_Beka,not-misogyny,not-misogyny,not-misogyny
28,Hansika's Love Shaadi Drama streaming on Disney+Hotstar Enna da first episode laiye ivala periya shock kudukuringa 😵‍💫,not-misogyny,not-misogyny,not-misogyny
1386,Akka Haa Haaa Paiyan Ku Thukirchu Oru 5 Mins Adangadha? Unaku ACTRESS PATHA MOOD VARUTHEY 2.0 Mulikadha Nalla Pulla Mari Seikram Kalattu Oomb'ren Office Ku Vera Late Aagudhu,misogyny,misogyny,misogyny
8,When your office crush is on sick leave today VERA LEVEL MEMES VERA LEVEL MEMES mt TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
1325,pasanga ellam rose kuduthu love solli lust ku approach pannuvanga nu than kelvi pattu iruken friend akka nee ennada first meet laye flirt pani fun kulla kootitu poita,misogyny,misogyny,misogyny
1415,When thambi shows his tongue skills @Kettavan_memez_2.0 *Akka Ssshhhaaa mudiya ilukatha da thambi aaaahhhhhh methuva chlm,misogyny,misogyny,misogyny
128,Dharshan Just now My mom : Unuku ennada korachal uh... Unna yaaruku dhan pudikama irukum solu My fav one : Enaku pudikadhae #dharshanmc,not-misogyny,not-misogyny,not-misogyny
572,"Maanadu, VTK and next will be Pathu Thala Growth of str over the years 😵‍💫🔥",not-misogyny,not-misogyny,not-misogyny
48,Dei naan paka epdirukan 🤔 12:36 am Ne super la 🥰😘 12:37 am Epo paru manasa thirudikite iru 12:37 am 😁😛 12:37 am Thirutu k *blurred text* hi 😏 12:37 am Enna 😠😡😡 12:38 am Thirudi solla vandhan auto crct agiduchidi 🤧 12:38 am,not-misogyny,not-misogyny,not-misogyny
280,Mc Muriel Just now ... - অপ্রা உங்க Na ready edits lam kevalama irukku ya. Thayavu senji atha milk panratha niruthunga ya #mc_muriel Edit guys,not-misogyny,not-misogyny,not-misogyny
1530,MUTTA PARROTA OLLIYA IRUNTHALAUM SUMMA NACHUNI IRUKA CHAI KILAVI Karutthu Kannamma ANTHA PONNU ONUM AVA DANCE A PAARU LIKE PODU MEME PANUNU KETKALA UNAKU PIDIKALANA PAAKATHA NE MOODITU IRU UNAKU AVAL KILAVI POLA TERNJA DOCTOR TA UN EYE A CHECK PANIKA,not-misogyny,misogyny,not-misogyny
923,12th cbse board exams cancelled சி.பி.எஸ்.இ. +2 தேர்வுகள் ரத்து - மத்தியஅரசு அறிவிப்பு சி.பி.எஸ்.இ. +2 பொதுத்தேர்வுகள் ரத்து செய்யப்படுவதாக ஒன்றிய அரசு அறிவிப்பு BREAKING NEWS சி.பி.எஸ்.இ. பிளஸ் 2 தேர்வு ரத்து மாணவர்களின் உடல்நிலை மற்றும் பாதுகாப்பில் சமரசம் செய்துகொள்ள முடியாது - பிரதமர் மோடி MOKKA POSTU @charukesh.mc ome (who wrote 3 board exams) •12 students,not-misogyny,not-misogyny,not-misogyny
673,Me to my friend - unaku mudi kammiya kottudha d She - ipo kottradhu illa d two years ah .... Me - edhu kottradhu ilayaa evala ketaalum enaku adhigama kottudhu enaku sotta theriyudhu ndra ... adhepdi unaku mattum kottama irukku... BHAVYA BHAVV VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
1068,#her mom #sne எண்ணெய ஊத்து இப்போ கடுகு போடணும் அடுத்து வெங்காயம் போட்டு நல்லா வணக்கு ஊத்தியாச்சி ஊத்தியாச்சி போட்டாச்சி போட்டாச்சி வணக்கியாச்சி வணக்கியாச்சி என்ன வேகவே இல்ல மொதல்ல அடுப்ப பத்த வைக்க சொல்லி கொடுங்க,misogyny,misogyny,not-misogyny
1285,Machinan namala vida vayasula than perusu nu paatha Small age Anni Namma purusana vida perusathan vechi irukaaru,misogyny,misogyny,misogyny
1157,Aunty: டேய் நீ possessive வச்சது கூட நான் பெருசா எடுத்துக்கல டா... ஆனா என் புருஷன் கிட்டயே பேச கூடாதுனு சொன்ன பாரு.. எல்லாரையும் மிஞ்சிட்daa 😂🤣,misogyny,misogyny,not-misogyny
22,"Vera Level Memes _vishal_sammy_ Avalo troll haters vangiyum inaiku ellarum paratura alavuku vandhrukanga, vazhkailla thothalum poitey irukanum life oru naal engaiyachu maarum",not-misogyny,not-misogyny,not-misogyny
1463,"இந்த வாரம் முழுவதும் நெருங்கிய சொந்தத்தில் 3 கல்யாணம் """" கோதவரி இன்னும் ஒரு வாரத்து டீ வெக்கறதுக்கு தவிர நீ அடுப்படி பக்கமே போக கூடாது..."""" IVP memes s://www.facebook.com/ivptele.iv can Stock Photo - csp34701157",not-misogyny,misogyny,not-misogyny
1613,கில்லில திரிஷாவ லவ் பண்ணதும் அபியும் நானும் படத்துல திரிஷாவுக்கு அப்பாவா நடிச்சதும் ஒரே ஆளா..,not-misogyny,not-misogyny,not-misogyny
732,ஊரடங்கு - முதல்வர் இன்று ஆலோசனை தமிழகத்தில் ஊரடங்கு நீட்டிப்பு தொடர்பாக முதலமைச்சர் மு.க.ஸ்டாலின் தலைமையில் இன்று ஆலோசனை புதிய வகை ஓமிக்ரான் வகை கொரோனா பாதிப்பு தொடர்பாகவும் ஆலோசனை மேற்கொள்ள வாய்ப்பு @ganesh_rohit45 MOKKA POSTU *People Its finished! Go I will pack and get the things in a van...,not-misogyny,not-misogyny,not-misogyny
405,LUX STUDI Pride of kollywood for a reason!,not-misogyny,not-misogyny,not-misogyny
179,Muthu Kutti Just now Eppo da thunga pova ketta paiya... #muthumc *my phone,not-misogyny,not-misogyny,not-misogyny
738,மழை நிவாரண முகாமில் மோனிகா என்ற 1 வயது சிறுமிக்கு பிறந்தநாள் கொண்டாடிய துரைப்பாக்கம் போலீசார் Kovama Kuttuma That's what Heros do,not-misogyny,not-misogyny,not-misogyny
651,Muthu Kutti 1m Night aana thukkamae vara matainguthu doss anna #muthumc MUTHU MC,not-misogyny,not-misogyny,not-misogyny
1495,அதிக புத்தி கூர்மை உள்ள பெண்கள் தங்கள் துணையை தேர்ந்தெடுக்க அதிக நேரம் எடுத்து கொள்கிறார்களாம் ! — rs kavithaigal Rs_Kavithaigal,not-misogyny,not-misogyny,not-misogyny
1263,அம்மிகல் ஆட்டுக்கல் பயன்படுத்த மாட்டாங்களாம்.. ஊர்க் கிழவி பிரசவம் மட்டும் நார்மல் டெலிவரி ஆகணுமாம் .. Download Dailyhunt on Play Store,not-misogyny,not-misogyny,misogyny
1591,"நீ சமையல் பண்ணுறது ஈசிப்பானு சொல்றது கூட பொருத்துக்குவேன்.. ஆனா.. சுடு தண்ணிய போடு டேஸ்ட் பாருங்கப்பான்னு கொடுப்ப பாரு.. அத ஆம்மா, தாங்கிக்க முடியாது.. little princess",misogyny,misogyny,not-misogyny
1670,எந்த ஊருக்குப் போகணும் கண்டக்டர் Girls இந்த பஸ் எங்க போகுதோ அங்க போய் விடு மறுபடி இதே பஸ்ல ரிட்டர்ன் வருவேன்,not-misogyny,not-misogyny,not-misogyny
356,Csk bowlers Indha score defend panna pathadhey @_vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
982,"Exact Scenario of April 1 - Fools Day *That Frnd Macha, Sattailla Palli da.. Eamanthiya April Fool... CP Chennai Pattinam *ME Ella Mariduchi, Intha Naaya Thavara",not-misogyny,misogyny,not-misogyny
730,ஆபாச படம் காட்டி மிரட்டிய கல்லூரி மாணவரை கொலை செய்து புதைத்த 2 பள்ளி மாணவிகள் மாலை மலர்,not-misogyny,misogyny,not-misogyny
829,AT FRIEND'S WEDDING *GIRLS மாலை டும் டும் மஞ்சர டும் டும் MADHAN NMK *BOYS திருமணத்திற்கு முன்பு என் நண்பன் பல பெண்களை காதலித்து இருக்கலாம் இதை மணப்பெண் பெரிதாக எடுத்துக் கொள்ளக் கூடாது,not-misogyny,misogyny,misogyny
1629,Boys Bio* Nan thimiru Pudichavan Gilrs Bio* IG:@tamil_funny_memes3,not-misogyny,not-misogyny,not-misogyny
474,While planning for trip ~That one person in every gang : Illa neenga poitu vanga _dharshan._ VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
1232,IN CHILDHOOD Mom Moviesda.in le69er memes You Moviesda.in,misogyny,not-misogyny,not-misogyny
307,Dharsan Just now Pov : When you didn't get any job Pesama PG ku application potru sivaji #darshanmc mt TAMIL MEMES Get it on Google Play,not-misogyny,not-misogyny,not-misogyny
682,When my best friend started acting cute in front of boys Me She VERA LEVEL MEMES TAMIL MEMES,not-misogyny,not-misogyny,not-misogyny
912,"ஜாக்கி ஜானின் சாகசங்கள் *அப்பப்பா 12 மந்திரக்கல்ல கொண்டு வந்து SECTION 30 ல வச்சதும் போதும்,வால்ட்டர்,மந்திரவாதி,சிண்டு மாறி மாறி உபிர வாங்குறாங்கையா.",not-misogyny,not-misogyny,not-misogyny
686,When u can't explain what u are going through @_vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
218,Muthu Kutti Just now Roommate : ivalo aluku thunni iruku epdi da thovaika pora Me : 5ae song tha.. #muthumc VERA LEVEL MEMES VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
296,Muthu Kutti Just now *At function* Appa side relatives: en da enga kooda la pesa maatra Me : Enga amma manasu vacha ellarodaum pesalam... #muthumc PEYA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
596,"MP Mc 2d She: Un phone konjam kudu : Intha She: Ellarum Gallery, Whatsapp ku dhana security lock poduvanga nee ennada Twitter ku potu vachiruka.. Lonely_Memes_Official * Me",not-misogyny,not-misogyny,not-misogyny
43,ADENGAPPA MEMES mc_abd #Nesamani Ivaingaluku vela pottu kudutha orginal Boss eh naan dhan adhu avaingaluke theriyadhu,not-misogyny,not-misogyny,not-misogyny
873,நம்மளோட குட்டி நாய கூட்டிட்டு தெரு பக்கம் போகும்போது.... My Puppy என் முதலாளி இருக்காரு இப்ப வாங்கடா அரசியல் பேசாதே! இங்கு மது அருந்தக்கூடாது!,not-misogyny,not-misogyny,not-misogyny
